Gene_name,amount_interactors,allinteractors,interactors_processed,IsBait
REG1A,3,REG1B;NAA25;NAA20,REG1B;NAA25;NAA20,Y
SNUPN,13,SNRPB2;FCRLA;SNRPE;PDP1;GNAI1;SNRPF;SNRPD3;SNRPA1;SNUPN;RNPC3;TOE1;HSPA2;SNRPN,SNRPB2;FCRLA;SNRPE;PDP1;GNAI1;SNRPF;SNRPD3;SNRPA1;RNPC3;TOE1;HSPA2;SNRPN,Y
FBXO44,7,SERPINB4;SERPINB3;CUL1;CALML3;A2ML1;S100A7;SPA17,SERPINB4;SERPINB3;CUL1;CALML3;A2ML1;S100A7;SPA17,Y
PRSS23,12,CCL3;PDGFRA;CHI3L1;UBR1;CRP;KLRG2;ACTB;HBD;C1orf54;COL5A1;C1QTNF7;CRLF1,CCL3;PDGFRA;CHI3L1;UBR1;CRP;KLRG2;ACTB;HBD;C1orf54;COL5A1;C1QTNF7;CRLF1,Y
VPS4A,9,THTPA;PCBP4;KIAA0174;FAM109A;VPS4B;CHMP1A;MFSD4;ZFYVE19;VTA1,THTPA;PCBP4;KIAA0174;FAM109A;VPS4B;CHMP1A;MFSD4;ZFYVE19;VTA1,Y
SMNDC1,10,CCDC75;SF3B1;NAA35;SF3A2;POTEI;SF3A1;SF3B2;SF3A3;U2SURP;IDE,CCDC75;SF3B1;NAA35;SF3A2;POTEI;SF3A1;SF3B2;SF3A3;U2SURP;IDE,Y
ACBD3,9,TBC1D22B;PPIE;SLC35A1;ZFHX3;PLEKHA2;CACNG3;TBC1D22A;GPR183;LRFN4,TBC1D22B;PPIE;SLC35A1;ZFHX3;PLEKHA2;CACNG3;TBC1D22A;GPR183;LRFN4,N
PBX4,9,USP15;MEIS2;CRNN;ZNF276;PKNOX1;PBX2;MEIS1;PKNOX2;MEIS3,USP15;MEIS2;CRNN;ZNF276;PKNOX1;PBX2;MEIS1;PKNOX2;MEIS3,Y
SCNN1D,13,LRRC3;DPY19L1;FAM54A;ERMP1;ABHD16A;CLPTM1;ANGEL1;TAP2;CANX;CLSTN3;ALG9;LRP12;LOC100507680,LRRC3;DPY19L1;FAM54A;ERMP1;ABHD16A;CLPTM1;ANGEL1;TAP2;CANX;CLSTN3;ALG9;LRP12;LOC100507680,Y
METTL2A,9,CPNE7;TOP3A;C2orf56;UBR4;MTIF2;ID4;MCCC1;PREPL;NDUFS6,CPNE7;TOP3A;C2orf56;UBR4;MTIF2;ID4;MCCC1;PREPL;NDUFS6,Y
CIB3,12,GPAT2;C17orf71;RLIM;ARAP3;NACC2;TUBB8;SLC27A4;PCK1;SETX;VPS16;NEDD8-MDP1;FAM82A2,GPAT2;C17orf71;RLIM;ARAP3;NACC2;TUBB8;SLC27A4;PCK1;SETX;VPS16;NEDD8-MDP1;FAM82A2,Y
CARHSP1,2,ITFG2;KPTN,ITFG2;KPTN,Y
AGFG1,5,HSPA1A;MPP1;FCGR2A;PIP;AGFG2,HSPA1A;MPP1;FCGR2A;PIP;AGFG2,N
MED20,44,MED13L;MED6;CASP3;LMO2;MED10;MED1;MED31;MED27;MED20;CDK19;MED21;UCK2;MED12;UBB;MED25;MED9;MED24;BIRC5;MED14;FBXL19;MED12L;MED4;MED23;MED28;MED13;MED19;MED29;CCNC;POLR2A;MED30;MED8;MED15;TNRC11;TCL1B;MED26;MED18;IXL;CDK8;MED11;MED16;ODF3;MED17;MED22;MED7,MED13L;MED6;CASP3;LMO2;MED10;MED1;MED31;MED27;CDK19;MED21;UCK2;MED12;UBB;MED25;MED9;MED24;BIRC5;MED14;FBXL19;MED12L;MED4;MED23;MED28;MED13;MED19;MED29;CCNC;POLR2A;MED30;MED8;MED15;TNRC11;TCL1B;MED26;MED18;IXL;CDK8;MED11;MED16;ODF3;MED17;MED22;MED7,Y
ADRM1,19,PSMC4;PSMD14;PSMD3;PSMD12;PSMD8;PSMC1;PAAF1;PSMC6;PSMD2;PSMD11;PSMD5;PSMD6;PSMC2;INSL3;PIPSL;POTEF;RPA4;PSMD1;PSMC3,PSMC4;PSMD14;PSMD3;PSMD12;PSMD8;PSMC1;PAAF1;PSMC6;PSMD2;PSMD11;PSMD5;PSMD6;PSMC2;INSL3;PIPSL;POTEF;RPA4;PSMD1;PSMC3,Y
SPA17,8,USP33;ROPN1L;FBXO44;EFCAB7;MYL6B;PRKAR2B;AKAP14;AKAP7,USP33;ROPN1L;FBXO44;EFCAB7;MYL6B;PRKAR2B;AKAP14;AKAP7,Y
PPP1R3B,12,YY1;PPP1CC;PPP1R3D;SDF4;PPP1CA;PSMD5;PHKG2;AGL;PPP1R3B;ERBB2IP;PHKA2;PHKB,YY1;PPP1CC;PPP1R3D;SDF4;PPP1CA;PSMD5;PHKG2;AGL;ERBB2IP;PHKA2;PHKB,Y
TMED7,50,GPM6A;C15orf24;NID2;TMPRSS11B;TMED9;ATP13A2;SLC30A6;FGF9;GPR114;PA2G4;CELSR3;TMEM30A;SMPD2;FGF16;ABCB9;SMOC1;RPUSD4;KIF14;SLC12A7;SCN3B;GOLGA2;VANGL2;TMED10;EIF2AK3;BLZF1;LPHN1;HOXB6;KIR2DL4;WNT11;PML;PLEKHH3;DGAT1;KCNG1;SLC27A6;ATP9A;TP53I13;GORASP2;MMP15;TMED4;CTXN1;CIZ1;SLC30A5;NUS1;GORASP1;POM121;HECW2;ELMOD1;TUSC3;CD79B;TMED2,GPM6A;C15orf24;NID2;TMPRSS11B;TMED9;ATP13A2;SLC30A6;FGF9;GPR114;PA2G4;CELSR3;TMEM30A;SMPD2;FGF16;ABCB9;SMOC1;RPUSD4;KIF14;SLC12A7;SCN3B;GOLGA2;VANGL2;TMED10;EIF2AK3;BLZF1;LPHN1;HOXB6;KIR2DL4;WNT11;PML;PLEKHH3;DGAT1;KCNG1;SLC27A6;ATP9A;TP53I13;GORASP2;MMP15;TMED4;CTXN1;CIZ1;SLC30A5;NUS1;GORASP1;POM121;HECW2;ELMOD1;TUSC3;CD79B;TMED2,Y
SNX24,16,PACS1;MOBKL3;SNX22;STRN;ZNF618;UGP2;FBXO11;TRIP10;CSNK1A1;MLLT3;GAPVD1;LONRF2;VCPIP1;FNBP1L;CSNK1E;CSNK1D,PACS1;MOBKL3;SNX22;STRN;ZNF618;UGP2;FBXO11;TRIP10;CSNK1A1;MLLT3;GAPVD1;LONRF2;VCPIP1;FNBP1L;CSNK1E;CSNK1D,Y
KLHL8,55,CCT3;XAGE2;NEU2;CGGBP1;SNRPB2;SNRPF;CUL3;GSX2;NT5C1A;CCDC120;SNRNP70;COPS8;MAGEB10;SERPINF1;DPYSL4;SIGLEC5;CSH1;DNAJA2;CCT7;LGALS7B;ANKRD39;GAS2L1;COPS2;TCEAL5;IGFBP5;ZNF444;ADAMTS13;TAF15;TCP1;COPS3;KCTD17;SP6;UBA5;PAGE1;C10orf47;RBM45;GCDH;PDCL3;RAB11FIP5;DCX;CCDC130;SPHK1;GEMIN8;RACGAP1;PDLIM7;CCT2;IGLV6-57;SNRPA1;GPS1;SNRPC;COL8A2;CCT5;RBX1;WFDC1;SNRPG,CCT3;XAGE2;NEU2;CGGBP1;SNRPB2;SNRPF;CUL3;GSX2;NT5C1A;CCDC120;SNRNP70;COPS8;MAGEB10;SERPINF1;DPYSL4;SIGLEC5;CSH1;DNAJA2;CCT7;LGALS7B;ANKRD39;GAS2L1;COPS2;TCEAL5;IGFBP5;ZNF444;ADAMTS13;TAF15;TCP1;COPS3;KCTD17;SP6;UBA5;PAGE1;C10orf47;RBM45;GCDH;PDCL3;RAB11FIP5;DCX;CCDC130;SPHK1;GEMIN8;RACGAP1;PDLIM7;CCT2;IGLV6-57;SNRPA1;GPS1;SNRPC;COL8A2;CCT5;RBX1;WFDC1;SNRPG,Y
CENPC1,6,NDC80;DSN1;ACTA2;PMF1;NUF2;MIS12,NDC80;DSN1;ACTA2;PMF1;NUF2;MIS12,Y
CCDC110,1,TGFBRAP1,TGFBRAP1,Y
NUCB1,23,RLN1;PLA2G2D;CHST13;CEACAM8;HLA-DRA;C6orf15;CSTL1;CPVL;TXLNG;HINT3;NUCB2;HLA-DRB1;DDX31;EPHA1;FGF3;DKKL1;MANSC1;FGL1;ADCYAP1;C1orf93;TXNRD3NB;MDP1;MMP3,RLN1;PLA2G2D;CHST13;CEACAM8;HLA-DRA;C6orf15;CSTL1;CPVL;TXLNG;HINT3;NUCB2;HLA-DRB1;DDX31;EPHA1;FGF3;DKKL1;MANSC1;FGL1;ADCYAP1;C1orf93;TXNRD3NB;MDP1;MMP3,Y
KAAG1,4,C17orf70;MAN2C1;NME2P1;TUBA3C,C17orf70;MAN2C1;NME2P1;TUBA3C,Y
RPL23,89,THBS3;S100B;ASGR2;SCGB2A2;MSMB;PYCRL;PCDHGC5;CELSR2;LOXL3;SEZ6;C7orf34;NOTCH2;PSME1;PCDHGA4;FAT3;ST14;PCDHB5;C1orf54;PCDHB6;PCDH10;TOR1AIP2;PCDHGB1;PCDHAC2;PCDH12;KLHL7;EPHA7;CDH5;CCL3;DNAJA2;PCDHB11;COL6A2;PCDHGB5;CLSTN1;PCDHGA6;SSSCA1;PCDHGC4;KCTD12;C1orf190;CAPN2;NEXN;TMOD2;CBWD2;PCDHGA5;LY86;CLSTN2;HBXIP;BCCIP;CBWD1;C3orf52;PCDHGA7;HLA-DRA;C1QTNF7;PCDHGA9;FAM187B;CDH16;PCDHGB4;PAEP;TUBB;ACTA2;LIMA1;PCDHA8;PCDHA11;HFE;CALM1;SPOCK2;DBH;PSMC3;EVL;LSS;EMILIN1;PCDHA12;PCDHB16;PCDHA10;FKBP9;TUBB2C;LRP1;PPP1R9A;CD79A;UBE2O;TSSC1;FAT4;PCDH20;CDH23;FSTL4;CSNK1G3;PCDHAC1;CRP;AARSD1;AIM1L,THBS3;S100B;ASGR2;SCGB2A2;MSMB;PYCRL;PCDHGC5;CELSR2;LOXL3;SEZ6;C7orf34;NOTCH2;PSME1;PCDHGA4;FAT3;ST14;PCDHB5;C1orf54;PCDHB6;PCDH10;TOR1AIP2;PCDHGB1;PCDHAC2;PCDH12;KLHL7;EPHA7;CDH5;CCL3;DNAJA2;PCDHB11;COL6A2;PCDHGB5;CLSTN1;PCDHGA6;SSSCA1;PCDHGC4;KCTD12;C1orf190;CAPN2;NEXN;TMOD2;CBWD2;PCDHGA5;LY86;CLSTN2;HBXIP;BCCIP;CBWD1;C3orf52;PCDHGA7;HLA-DRA;C1QTNF7;PCDHGA9;FAM187B;CDH16;PCDHGB4;PAEP;TUBB;ACTA2;LIMA1;PCDHA8;PCDHA11;HFE;CALM1;SPOCK2;DBH;PSMC3;EVL;LSS;EMILIN1;PCDHA12;PCDHB16;PCDHA10;FKBP9;TUBB2C;LRP1;PPP1R9A;CD79A;UBE2O;TSSC1;FAT4;PCDH20;CDH23;FSTL4;CSNK1G3;PCDHAC1;CRP;AARSD1;AIM1L,Y
CTDNEP1,1,CDCA3,CDCA3,N
C17orf109,33,GLCE;TPST2;SIDT2;EFNB1;COLEC12;TMX4;SLC44A5;B4GALT7;LEMD3;TMEM179B;RET;LRRC8A;SGCB;LRP10;GALNT13;C6orf72;SACM1L;LSR;MOSPD2;SLMAP;FUT8;KLRG2;PODXL2;PTPRS;RNF149;BMPR1A;FZD2;PCDH10;ANO6;GP1BB;PTPN1;FRMD5;UPK3BL,GLCE;TPST2;SIDT2;EFNB1;COLEC12;TMX4;SLC44A5;B4GALT7;LEMD3;TMEM179B;RET;LRRC8A;SGCB;LRP10;GALNT13;C6orf72;SACM1L;LSR;MOSPD2;SLMAP;FUT8;KLRG2;PODXL2;PTPRS;RNF149;BMPR1A;FZD2;PCDH10;ANO6;GP1BB;PTPN1;FRMD5;UPK3BL,Y
C3orf37,3,HSPA8;FAHD2A;HIST1H3F,HSPA8;FAHD2A;HIST1H3F,Y
CST4,23,CST1;KLK10;NXT1;AKNAD1;C10orf53;LRRC8E;FKBP14;TADA3;RING1;CORO1C;CRH;ECE2;COMMD1;PMEPA1;TTL;ITLN2;TIMM10;GREM2;CHAC2;ABCA8;SCAMP2;RNF141;CRYGN,CST1;KLK10;NXT1;AKNAD1;C10orf53;LRRC8E;FKBP14;TADA3;RING1;CORO1C;CRH;ECE2;COMMD1;PMEPA1;TTL;ITLN2;TIMM10;GREM2;CHAC2;ABCA8;SCAMP2;RNF141;CRYGN,N
RSPO3,1,DPY19L3,DPY19L3,Y
GDI1,60,DYNC2H1;FAM98A;RAB5A;SPTY2D1;RAB11A;RAB8B;RAB13;ZNHIT6;RAB1A;RAB21;RAB18;RAB24;GDI2;DNAJC5;RAB32;RAB6C;RAB5C;RAB3A;RAB9A;EMD;RAB8A;EXOSC7;TAP1;GDI1;RAB4B;REPIN1;TRIM28;RAB14;NADK;Asun;RAB23;HSPA14;VBP1;DNAJA2;RAB4A;USP25;RAB43;PNPLA6;U2SURP;FUBP3;RAB2B;RAB31;RAB34;RAB35;RAB5B;RAB12;RAB6B;RAB11B;RAB7A;RAB1B;RAB10;RAB22A;RASEF;RAB6A;HNRNPLL;RAB2A;ASUN;SAR1B;HNRPLL;FAM179B,DYNC2H1;FAM98A;RAB5A;SPTY2D1;RAB11A;RAB8B;RAB13;ZNHIT6;RAB1A;RAB21;RAB18;RAB24;GDI2;DNAJC5;RAB32;RAB6C;RAB5C;RAB3A;RAB9A;EMD;RAB8A;EXOSC7;TAP1;RAB4B;REPIN1;TRIM28;RAB14;NADK;Asun;RAB23;HSPA14;VBP1;DNAJA2;RAB4A;USP25;RAB43;PNPLA6;U2SURP;FUBP3;RAB2B;RAB31;RAB34;RAB35;RAB5B;RAB12;RAB6B;RAB11B;RAB7A;RAB1B;RAB10;RAB22A;RASEF;RAB6A;HNRNPLL;RAB2A;ASUN;SAR1B;HNRPLL;FAM179B,Y
UCK1,4,MPPED1;UCK2;KLHL2;UPRT,MPPED1;UCK2;KLHL2;UPRT,N
GCC1,1,TMEM170A,TMEM170A,N
CPNE4,18,RPS27A;CPNE7;RABEP2;HIST1H1A;EBF3;JMY;NACC2;FTSJ3;GTF3C1;BAHCC1;KIAA0020;STAU1;RPL26L1;CPNE6;WHSC1;GTF3C2;RGPD5;GTF3C3,RPS27A;CPNE7;RABEP2;HIST1H1A;EBF3;JMY;NACC2;FTSJ3;GTF3C1;BAHCC1;KIAA0020;STAU1;RPL26L1;CPNE6;WHSC1;GTF3C2;RGPD5;GTF3C3,Y
RNF43,4,ENPEP;MYADM;CSNK1E;CSNK2A1,ENPEP;MYADM;CSNK1E;CSNK2A1,Y
PLXNB2,29,CLEC2B;CNTNAP3;CRYZL1;PIGH;SDF2L1;IGLL5;SFTPC;FBXO2;DNASE1L1;SLURP1;C16orf79;TMX1;C2CD4B;CST11;SERGEF;TRGV3;SPCS1;BTNL2;IL5RA;CYHR1;ECEL1;TMEM106A;CBLN4;RHOD;GGH;ACCN4;SLC22A3;HLA-G;TSHR,CLEC2B;CNTNAP3;CRYZL1;PIGH;SDF2L1;IGLL5;SFTPC;FBXO2;DNASE1L1;SLURP1;C16orf79;TMX1;C2CD4B;CST11;SERGEF;TRGV3;SPCS1;BTNL2;IL5RA;CYHR1;ECEL1;TMEM106A;CBLN4;RHOD;GGH;ACCN4;SLC22A3;HLA-G;TSHR,Y
NRN1L,1,SLC39A10,SLC39A10,Y
WWOX,24,FAM189B;ZBTB33;VOPP1;CANX;DDR1;FKBP15;FAM189A2;BDH2;LRP3;LDLRAD1;WWOX;RARRES3;LRRC10;DVL2;DGCR2;NME2;SERPINA5;C18orf1;ARRDC3;WBP1;TTYH1;GORASP1;TMEM92;TMEM171,FAM189B;ZBTB33;VOPP1;CANX;DDR1;FKBP15;FAM189A2;BDH2;LRP3;LDLRAD1;RARRES3;LRRC10;DVL2;DGCR2;NME2;SERPINA5;C18orf1;ARRDC3;WBP1;TTYH1;GORASP1;TMEM92;TMEM171,Y
CNN1,7,DOK6;AK4;FAM3D;C3orf32;MYEOV;CIAPIN1;RNF150,DOK6;AK4;FAM3D;C3orf32;MYEOV;CIAPIN1;RNF150,N
PSMD13,46,RPS27A;PSMC4;CCDC74A;RGPD8;CCDC92;GCC2;ADRM1;PSMD14;ARHGEF12;PSMD12;PSMD3;PSMD4;UBE3C;PSMC1;PSMD8;PAAF1;ARFGEF2;PSMA4;PSMB1;PSMC6;PSMA2;RGPD5;PSME1;PSMB9;PSMD13;PSMD2;PSMB3;PSMD11;PSMD5;CCDC74B;UCHL5;PSMD6;PSMD10;PSMC2;OBFC2B;TMEM31;PSME4;BAG1;PSMA5;PSMD1;UBE3A;PSMC5;PSMA7;PSMC3;PSMD7;C19orf60,RPS27A;PSMC4;CCDC74A;RGPD8;CCDC92;GCC2;ADRM1;PSMD14;ARHGEF12;PSMD12;PSMD3;PSMD4;UBE3C;PSMC1;PSMD8;PAAF1;ARFGEF2;PSMA4;PSMB1;PSMC6;PSMA2;RGPD5;PSME1;PSMB9;PSMD2;PSMB3;PSMD11;PSMD5;CCDC74B;UCHL5;PSMD6;PSMD10;PSMC2;OBFC2B;TMEM31;PSME4;BAG1;PSMA5;PSMD1;UBE3A;PSMC5;PSMA7;PSMC3;PSMD7;C19orf60,Y
GTF3C4,30,PASK;ZNF638;TAF1L;GTF3C1;MRPL39;PRDX5;GTF3C2;TAF1;MRPS14;ZNF688;N;MID1;SRPK1;TRMT10C;MTMR3;PABPC3;GTF3C4;SRBD1;PDCD11;APOBEC3D;PFAS;ZNF644;GTF3C3;PSME4;YTHDC1;PRDX3;LIMD1;GTF3C5;CLIP2;bK150C2,PASK;ZNF638;TAF1L;GTF3C1;MRPL39;PRDX5;GTF3C2;TAF1;MRPS14;ZNF688;N;MID1;SRPK1;TRMT10C;MTMR3;PABPC3;SRBD1;PDCD11;APOBEC3D;PFAS;ZNF644;GTF3C3;PSME4;YTHDC1;PRDX3;LIMD1;GTF3C5;CLIP2;bK150C2,Y
NKD2,9,C6orf211;YWHAG;YWHAE;PLS1;YWHAB;YWHAZ;UBE2E3;YWHAQ;CHMP4A,C6orf211;YWHAG;YWHAE;PLS1;YWHAB;YWHAZ;UBE2E3;YWHAQ;CHMP4A,Y
PSMD5,37,KIFAP3;PSMC4;CCDC92;ADRM1;PSMD14;PSMD3;NEK2;PSMD12;PSMD4;SGOL2;PPP1R3B;PSMC1;PSMD8;SNAP29;PAAF1;PSMC6;KIF18A;PCDH7;ZMYND8;ID1;PSMD13;PSMD2;RNASEH2B;PSMD11;SHOC2;PSMD6;PSMD10;UCHL5;PSMC2;PARD6B;BAG1;CUL1;PSMD1;PSMC5;PDLIM5;PSMC3;PSMD7,KIFAP3;PSMC4;CCDC92;ADRM1;PSMD14;PSMD3;NEK2;PSMD12;PSMD4;SGOL2;PPP1R3B;PSMC1;PSMD8;SNAP29;PAAF1;PSMC6;KIF18A;PCDH7;ZMYND8;ID1;PSMD13;PSMD2;RNASEH2B;PSMD11;SHOC2;PSMD6;PSMD10;UCHL5;PSMC2;PARD6B;BAG1;CUL1;PSMD1;PSMC5;PDLIM5;PSMC3;PSMD7,Y
WDR35,12,TULP3;TULP2;HSPA1A;C11orf74;AGBL4;C14orf179;IFT122;DUSP16;DNAJC7;LOC388882;NPTN;PPP4R1L,TULP3;TULP2;HSPA1A;C11orf74;AGBL4;C14orf179;IFT122;DUSP16;DNAJC7;LOC388882;NPTN;PPP4R1L,N
ELOVL3,4,ATP13A3;APOB;ACTA1;STOM,ATP13A3;APOB;ACTA1;STOM,Y
L3MBTL2,33,MGA;SSFA2;MAX;HSD17B14;TLN2;MTA1;TFDP2;SERPINF1;WDR5;TTF1;RNF2;RING1;MBD3;MTA2;UBE2O;RYBP;ZNF296;E2F6;HDAC2;ITPR2;YAF2;L3MBTL2;MEAF6;TXNDC11;LIN54;ITPR3;CIZ1;IKBIP;PCGF6;MRFAP1;TFDP1;CBX3;HDAC1,MGA;SSFA2;MAX;HSD17B14;TLN2;MTA1;TFDP2;SERPINF1;WDR5;TTF1;RNF2;RING1;MBD3;MTA2;UBE2O;RYBP;ZNF296;E2F6;HDAC2;ITPR2;YAF2;MEAF6;TXNDC11;LIN54;ITPR3;CIZ1;IKBIP;PCGF6;MRFAP1;TFDP1;CBX3;HDAC1,Y
HK1,8,ASPSCR1;SNCA;CAV1;AQP12B;HK3;METAP2;HKDC1;HK2,ASPSCR1;SNCA;CAV1;AQP12B;HK3;METAP2;HKDC1;HK2,Y
NR4A1,4,ACAD11;TMTC4;GRK6;MIDN,ACAD11;TMTC4;GRK6;MIDN,Y
BMP2K,23,REPS1;AP2S1;DNAJC6;RUNDC3A;RNF166;AP2M1;RALBP1;SLC25A41;CLINT1;STAMBP;FHL2;STAMBPL1;DAB2;SLURP1;CLTA;AP1B1;COL8A1;AP2B1;NECAP2;PICALM;RNPS1;INTS4;MAP7,REPS1;AP2S1;DNAJC6;RUNDC3A;RNF166;AP2M1;RALBP1;SLC25A41;CLINT1;STAMBP;FHL2;STAMBPL1;DAB2;SLURP1;CLTA;AP1B1;COL8A1;AP2B1;NECAP2;PICALM;RNPS1;INTS4;MAP7,N
ARL6,5,KLHDC5;YWHAZ;AMPD2;ARL6;NEDD8-MDP1,KLHDC5;YWHAZ;AMPD2;NEDD8-MDP1,Y
CELA3A,24,NFXL1;TUBA1A;SLC25A4;TUBB8;PCSK5;HELZ;WNT16;GALNT1;TROAP;PPIP5K2;IGF1R;FBXO7;HSPA5;STAT1;POMGNT1;RARS2;POTEF;KDELC1;METRN;KREMEN2;CDC42EP1;PPP2R5D;C1QL4;POLD3,NFXL1;TUBA1A;SLC25A4;TUBB8;PCSK5;HELZ;WNT16;GALNT1;TROAP;PPIP5K2;IGF1R;FBXO7;HSPA5;STAT1;POMGNT1;RARS2;POTEF;KDELC1;METRN;KREMEN2;CDC42EP1;PPP2R5D;C1QL4;POLD3,Y
COL14A1,54,RLN1;PSG1;SYCN;MMP2;PLOD1;EDDM3A;PDGFA;GCNT2;CSF3;DEFA1;C1QTNF7;IL12A;FBXO2;C1QTNF2;P4HA1;C1QTNF1;P4HA2;GIP;RNASE13;C1QTNF9B;ADIPOQ;SCGB2A1;C7orf34;IL15;FCN3;MMP9;OS9;COL21A1;LAIR2;CNPY3;NMS;PRELP;FLJ44635;RLN2;LYZL2;INS;FGL1;C1QC;IL31;LCN9;SCGB1D2;SCGB1C1;C1QTNF9;STC2;SPOCK2;FSTL1;LY86;COL8A2;SIL1;TIMP4;NAGA;C1QL4;SCGB3A1;SFTPA2,RLN1;PSG1;SYCN;MMP2;PLOD1;EDDM3A;PDGFA;GCNT2;CSF3;DEFA1;C1QTNF7;IL12A;FBXO2;C1QTNF2;P4HA1;C1QTNF1;P4HA2;GIP;RNASE13;C1QTNF9B;ADIPOQ;SCGB2A1;C7orf34;IL15;FCN3;MMP9;OS9;COL21A1;LAIR2;CNPY3;NMS;PRELP;FLJ44635;RLN2;LYZL2;INS;FGL1;C1QC;IL31;LCN9;SCGB1D2;SCGB1C1;C1QTNF9;STC2;SPOCK2;FSTL1;LY86;COL8A2;SIL1;TIMP4;NAGA;C1QL4;SCGB3A1;SFTPA2,N
THTPA,38,TUBA1A;CLPX;CDC45;SLC25A4;SPG7;C3orf1;TUBA1C;RPP30;PCBP3;RHOBTB3;DHRS7B;FBXL12;SFXN2;ABCF2;AURKB;STK11IP;NPRL3;PRPS1;SETX;MALT1;ATP1A3;CBWD3;SLC25A15;TRMT2A;ICAM1;SLC25A40;SLC38A10;GTPBP6;TTF2;WDR59;OSBPL6;RBM15;FAM127A;SRPR;DIMT1L;VPS4A;POLD3;SFXN3,TUBA1A;CLPX;CDC45;SLC25A4;SPG7;C3orf1;TUBA1C;RPP30;PCBP3;RHOBTB3;DHRS7B;FBXL12;SFXN2;ABCF2;AURKB;STK11IP;NPRL3;PRPS1;SETX;MALT1;ATP1A3;CBWD3;SLC25A15;TRMT2A;ICAM1;SLC25A40;SLC38A10;GTPBP6;TTF2;WDR59;OSBPL6;RBM15;FAM127A;SRPR;DIMT1L;VPS4A;POLD3;SFXN3,Y
VTCN1,1,NCALD,NCALD,Y
HEYL,5,GRAP2;FNTA;PGGT1B;HSPA2;ARL10,GRAP2;FNTA;PGGT1B;HSPA2;ARL10,Y
DNAI1,3,HSPA8;ESPN;ZNF318,HSPA8;ESPN;ZNF318,Y
HIST1H3I,30,HIST1H2AG;MMS22L;CBX5;IPO4;HIST1H3F;UBR7;WIZ;FBLIM1;HIST2H3PS2;EHMT1;ASF1B;MCM2;NASP;EHMT2;TONSL;XPC;CHAF1B;SSRP1;ZNF644;H2AFZ;CHAF1A;H2AFY2;HIST1H2BJ;RBBP7;CETN2;HIST2H2AB;PARP2;SUPT16H;HIST2H4A;H2AFY,HIST1H2AG;MMS22L;CBX5;IPO4;HIST1H3F;UBR7;WIZ;FBLIM1;HIST2H3PS2;EHMT1;ASF1B;MCM2;NASP;EHMT2;TONSL;XPC;CHAF1B;SSRP1;ZNF644;H2AFZ;CHAF1A;H2AFY2;HIST1H2BJ;RBBP7;CETN2;HIST2H2AB;PARP2;SUPT16H;HIST2H4A;H2AFY,Y
TTLL6,2,DPYSL3;CRMP1,DPYSL3;CRMP1,Y
LRP8,15,RAD51;ANGEL2;CAMSAP3;GHDC;ARHGAP39;DOCK6;CRTC3;LRP8;ALB;TYK2;PRKRIP1;PPP1R9A;USP11;PRCC;C19orf47,RAD51;ANGEL2;CAMSAP3;GHDC;ARHGAP39;DOCK6;CRTC3;ALB;TYK2;PRKRIP1;PPP1R9A;USP11;PRCC;C19orf47,Y
OR10H3,6,PAK2;IRGQ;LASP1;HMGCS1;PLS1;NME2,PAK2;IRGQ;LASP1;HMGCS1;PLS1;NME2,Y
ARHGEF5,16,APBA3;UBXN6;CRYBB3;LOXL4;SSSCA1;FBXW5;CTAG1B;C12orf74;SF3B3;PRPS2;FTL;SOHLH1;DHFR;MIF4GD;CRYAA;GRB2,APBA3;UBXN6;CRYBB3;LOXL4;SSSCA1;FBXW5;CTAG1B;C12orf74;SF3B3;PRPS2;FTL;SOHLH1;DHFR;MIF4GD;CRYAA;GRB2,N
ACN9,3,C6orf57;SDHB;NDUFAB1,C6orf57;SDHB;NDUFAB1,Y
